Protein_name,aromaticity,instability_index,isoelectric_point,gravy,molecular_weight,mol_weight,num_h_donors,num_h_acceptors,tpsa,logp,num_rotatable_bonds,MaxEStateIndex,MinEStateIndex,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA14,SMR_VSA1,SMR_VSA10,SMR_VSA3,SMR_VSA5,SMR_VSA6,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA5,TPSA,EState_VSA1,EState_VSA10,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState2,VSA_EState3,VSA_EState7,VSA_EState8,VSA_EState9,HeavyAtomCount,NHOHCount,NOCount,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,MolLogP,MolMR,fr_Al_OH,fr_Al_OH_noTert,fr_ether,Binding_affinity
pdb7xgx.ent,0.074135091,39.98616145,7.644696617,-0.334596376,68367.7846,574.366,11,19,309.84,-8.3026,9,12.21890479,-5.886253981,44.05555556,574.366,542.11,574.118718,216,0.861111111,1.5,2.111111111,3.055525205,1.546915006,723.5528683,26.99927104,18.45636767,20.45636767,16.65350342,10.73081892,14.07473585,8.4048342,11.84115329,5.78189322,8.907158822,3.867565033,6.463068116,0.1,41785932.71,30.63878108,12.09103866,7.186870793,204.1016972,203.819624,83.25771717,16.34043675,10.21669833,74.24625136,19.75852033,15.10361181,143.1229022,22.8318516,6.420821623,309.84,97.37963042,55.31933817,18.6749143,14.5802533,23.4629234,45.2772329,80.67692563,-17.94348998,-1.772023168,-11.64601323,36,11,19,19,11,21,9,-8.3026,110.1037,8,8,2,-9.55
pdb7xgx.ent,0.076142132,40.27377327,6.829170799,-0.30998308,66555.7483,574.366,11,19,309.84,-8.3026,9,12.21890479,-5.886253981,44.05555556,574.366,542.11,574.118718,216,0.861111111,1.5,2.111111111,3.055525205,1.546915006,723.5528683,26.99927104,18.45636767,20.45636767,16.65350342,10.73081892,14.07473585,8.4048342,11.84115329,5.78189322,8.907158822,3.867565033,6.463068116,0.1,41785932.71,30.63878108,12.09103866,7.186870793,204.1016972,203.819624,83.25771717,16.34043675,10.21669833,74.24625136,19.75852033,15.10361181,143.1229022,22.8318516,6.420821623,309.84,97.37963042,55.31933817,18.6749143,14.5802533,23.4629234,45.2772329,80.67692563,-17.94348998,-1.772023168,-11.64601323,36,11,19,19,11,21,9,-8.3026,110.1037,8,8,2,-9.42
pdb7x06.ent,0.134328358,34.5513806,6.683606148,0.06641791,91454.3276,412.225,8,14,230.69,-6.1268,6,11.41150846,-5.557601927,39.56,412.225,390.049,412.0658946,152,1.12,1.76,2.32,2.708668567,1.930886079,452.7920023,18.99119935,12.70437218,14.70437218,11.39446595,7.210788729,10.59367097,5.614326824,8.864184507,3.672337021,6.299250508,2.537019115,4.491726317,0.3,181258.6831,21.59839957,8.12284233,5.88870225,142.3080839,141.7135416,58.46440908,16.34043675,10.21669833,43.54035908,13.15163837,15.10361181,90.27742995,13.57124149,6.420821623,230.69,60.06685617,35.10634439,14.15116714,14.52368616,13.32945637,49.4838389,41.54735296,-7.787285584,-0.702921012,-10.98155274,25,8,14,14,8,16,6,-6.1268,77.4703,4,4,1,-6.39
pdb7x06.ent,0.134328358,34.5513806,6.683606148,0.06641791,91454.3276,412.225,8,14,230.69,-6.1268,6,11.41150846,-5.557601927,39.56,412.225,390.049,412.0658946,152,1.12,1.76,2.32,2.708668567,1.930886079,452.7920023,18.99119935,12.70437218,14.70437218,11.39446595,7.210788729,10.59367097,5.614326824,8.864184507,3.672337021,6.299250508,2.537019115,4.491726317,0.3,181258.6831,21.59839957,8.12284233,5.88870225,142.3080839,141.7135416,58.46440908,16.34043675,10.21669833,43.54035908,13.15163837,15.10361181,90.27742995,13.57124149,6.420821623,230.69,60.06685617,35.10634439,14.15116714,14.52368616,13.32945637,49.4838389,41.54735296,-7.787285584,-0.702921012,-10.98155274,25,8,14,14,8,16,6,-6.1268,77.4703,4,4,1,-6.39
pdb7x05.ent,0.134831461,34.16243446,6.978486824,0.07627965,91094.9957,412.225,8,14,230.69,-6.1268,6,11.41150846,-5.557601927,39.56,412.225,390.049,412.0658946,152,1.12,1.76,2.32,2.708668567,1.930886079,452.7920023,18.99119935,12.70437218,14.70437218,11.39446595,7.210788729,10.59367097,5.614326824,8.864184507,3.672337021,6.299250508,2.537019115,4.491726317,0.3,181258.6831,21.59839957,8.12284233,5.88870225,142.3080839,141.7135416,58.46440908,16.34043675,10.21669833,43.54035908,13.15163837,15.10361181,90.27742995,13.57124149,6.420821623,230.69,60.06685617,35.10634439,14.15116714,14.52368616,13.32945637,49.4838389,41.54735296,-7.787285584,-0.702921012,-10.98155274,25,8,14,14,8,16,6,-6.1268,77.4703,4,4,1,-6.38
pdb7x05.ent,0.134831461,34.16243446,6.978486824,0.07627965,91094.9957,412.225,8,14,230.69,-6.1268,6,11.41150846,-5.557601927,39.56,412.225,390.049,412.0658946,152,1.12,1.76,2.32,2.708668567,1.930886079,452.7920023,18.99119935,12.70437218,14.70437218,11.39446595,7.210788729,10.59367097,5.614326824,8.864184507,3.672337021,6.299250508,2.537019115,4.491726317,0.3,181258.6831,21.59839957,8.12284233,5.88870225,142.3080839,141.7135416,58.46440908,16.34043675,10.21669833,43.54035908,13.15163837,15.10361181,90.27742995,13.57124149,6.420821623,230.69,60.06685617,35.10634439,14.15116714,14.52368616,13.32945637,49.4838389,41.54735296,-7.787285584,-0.702921012,-10.98155274,25,8,14,14,8,16,6,-6.1268,77.4703,4,4,1,-6.39
pdb7wjn.ent,0.13490099,33.53503713,6.812858009,0.07710396,91900.8936,617.435,12,20,321.87,-8.367,11,12.52019331,-5.898921529,42.43589744,617.435,580.139,617.1609171,234,1,1.641025641,2.230769231,3.096424879,1.593295509,788.7224049,29.28372809,20.53371794,22.53371794,18.04735027,11.88551946,15.22943639,9.282665272,12.71898436,6.247939896,9.373205498,4.341384782,6.944071184,0.06,154682644.9,33.56077002,13.5723819,8.554755203,222.3814436,222.2259254,83.25771717,16.34043675,15.53348694,87.33576417,19.75852033,20.42040041,149.2886778,22.8318516,13.34455882,321.87,103.545406,60.42586557,19.46795574,13.99747307,24.25350732,46.18209235,83.99078265,-16.74896323,-0.542919531,-11.6788535,39,12,20,20,12,22,11,-8.367,122.7014,8,8,2,-7.35
pdb7wjn.ent,0.13490099,33.53503713,6.812858009,0.07710396,91900.8936,617.435,12,20,321.87,-8.367,11,12.52019331,-5.898921529,42.43589744,617.435,580.139,617.1609171,234,1,1.641025641,2.230769231,3.096424879,1.593295509,788.7224049,29.28372809,20.53371794,22.53371794,18.04735027,11.88551946,15.22943639,9.282665272,12.71898436,6.247939896,9.373205498,4.341384782,6.944071184,0.06,154682644.9,33.56077002,13.5723819,8.554755203,222.3814436,222.2259254,83.25771717,16.34043675,15.53348694,87.33576417,19.75852033,20.42040041,149.2886778,22.8318516,13.34455882,321.87,103.545406,60.42586557,19.46795574,13.99747307,24.25350732,46.18209235,83.99078265,-16.74896323,-0.542919531,-11.6788535,39,12,20,20,12,22,11,-8.367,122.7014,8,8,2,-7.35
pdb7w1h.ent,0.101351351,45.27545045,5.263086128,-0.125,50152.9511,574.366,11,19,309.84,-8.3026,9,12.21890479,-5.886253981,44.05555556,574.366,542.11,574.118718,216,0.861111111,1.5,2.111111111,3.055525205,1.546915006,723.5528683,26.99927104,18.45636767,20.45636767,16.65350342,10.73081892,14.07473585,8.4048342,11.84115329,5.78189322,8.907158822,3.867565033,6.463068116,0.1,41785932.71,30.63878108,12.09103866,7.186870793,204.1016972,203.819624,83.25771717,16.34043675,10.21669833,74.24625136,19.75852033,15.10361181,143.1229022,22.8318516,6.420821623,309.84,97.37963042,55.31933817,18.6749143,14.5802533,23.4629234,45.2772329,80.67692563,-17.94348998,-1.772023168,-11.64601323,36,11,19,19,11,21,9,-8.3026,110.1037,8,8,2,-8.82
pdb7w0k.ent,0.100656455,45.03525164,5.338056755,-0.201094092,51641.4689,412.225,8,14,230.69,-6.1268,6,11.41150846,-5.557601927,39.56,412.225,390.049,412.0658946,152,1.12,1.76,2.32,2.708668567,1.930886079,452.7920023,18.99119935,12.70437218,14.70437218,11.39446595,7.210788729,10.59367097,5.614326824,8.864184507,3.672337021,6.299250508,2.537019115,4.491726317,0.3,181258.6831,21.59839957,8.12284233,5.88870225,142.3080839,141.7135416,58.46440908,16.34043675,10.21669833,43.54035908,13.15163837,15.10361181,90.27742995,13.57124149,6.420821623,230.69,60.06685617,35.10634439,14.15116714,14.52368616,13.32945637,49.4838389,41.54735296,-7.787285584,-0.702921012,-10.98155274,25,8,14,14,8,16,6,-6.1268,77.4703,4,4,1,-7.26
pdb7vm0.ent,0.106217617,37.71398964,5.08137188,-0.288860104,43510.9104,412.225,8,14,230.69,-6.1268,6,11.41150846,-5.557601927,39.56,412.225,390.049,412.0658946,152,1.12,1.76,2.32,2.708668567,1.930886079,452.7920023,18.99119935,12.70437218,14.70437218,11.39446595,7.210788729,10.59367097,5.614326824,8.864184507,3.672337021,6.299250508,2.537019115,4.491726317,0.3,181258.6831,21.59839957,8.12284233,5.88870225,142.3080839,141.7135416,58.46440908,16.34043675,10.21669833,43.54035908,13.15163837,15.10361181,90.27742995,13.57124149,6.420821623,230.69,60.06685617,35.10634439,14.15116714,14.52368616,13.32945637,49.4838389,41.54735296,-7.787285584,-0.702921012,-10.98155274,25,8,14,14,8,16,6,-6.1268,77.4703,4,4,1,-7.19
pdb7vm0.ent,0.103448276,36.96527094,5.19323101,-0.305172414,45725.4568,412.225,8,14,230.69,-6.1268,6,11.41150846,-5.557601927,39.56,412.225,390.049,412.0658946,152,1.12,1.76,2.32,2.708668567,1.930886079,452.7920023,18.99119935,12.70437218,14.70437218,11.39446595,7.210788729,10.59367097,5.614326824,8.864184507,3.672337021,6.299250508,2.537019115,4.491726317,0.3,181258.6831,21.59839957,8.12284233,5.88870225,142.3080839,141.7135416,58.46440908,16.34043675,10.21669833,43.54035908,13.15163837,15.10361181,90.27742995,13.57124149,6.420821623,230.69,60.06685617,35.10634439,14.15116714,14.52368616,13.32945637,49.4838389,41.54735296,-7.787285584,-0.702921012,-10.98155274,25,8,14,14,8,16,6,-6.1268,77.4703,4,4,1,-7.22
pdb7vlb.ent,0.075324675,44.17535065,4.808374214,-0.18025974,42999.7651,412.225,8,14,230.69,-6.1268,6,11.41150846,-5.557601927,39.56,412.225,390.049,412.0658946,152,1.12,1.76,2.32,2.708668567,1.930886079,452.7920023,18.99119935,12.70437218,14.70437218,11.39446595,7.210788729,10.59367097,5.614326824,8.864184507,3.672337021,6.299250508,2.537019115,4.491726317,0.3,181258.6831,21.59839957,8.12284233,5.88870225,142.3080839,141.7135416,58.46440908,16.34043675,10.21669833,43.54035908,13.15163837,15.10361181,90.27742995,13.57124149,6.420821623,230.69,60.06685617,35.10634439,14.15116714,14.52368616,13.32945637,49.4838389,41.54735296,-7.787285584,-0.702921012,-10.98155274,25,8,14,14,8,16,6,-6.1268,77.4703,4,4,1,-6.88
pdb7vlb.ent,0.079320113,42.71249292,4.875955772,-0.132577904,39325.6474,412.225,8,14,230.69,-6.1268,6,11.41150846,-5.557601927,39.56,412.225,390.049,412.0658946,152,1.12,1.76,2.32,2.708668567,1.930886079,452.7920023,18.99119935,12.70437218,14.70437218,11.39446595,7.210788729,10.59367097,5.614326824,8.864184507,3.672337021,6.299250508,2.537019115,4.491726317,0.3,181258.6831,21.59839957,8.12284233,5.88870225,142.3080839,141.7135416,58.46440908,16.34043675,10.21669833,43.54035908,13.15163837,15.10361181,90.27742995,13.57124149,6.420821623,230.69,60.06685617,35.10634439,14.15116714,14.52368616,13.32945637,49.4838389,41.54735296,-7.787285584,-0.702921012,-10.98155274,25,8,14,14,8,16,6,-6.1268,77.4703,4,4,1,-7.19
pdb7vfm.ent,0.143145161,38.32725806,6.50240345,-0.419959677,58429.6016,412.225,8,14,230.69,-6.1268,6,11.41150846,-5.557601927,39.56,412.225,390.049,412.0658946,152,1.12,1.76,2.32,2.708668567,1.930886079,452.7920023,18.99119935,12.70437218,14.70437218,11.39446595,7.210788729,10.59367097,5.614326824,8.864184507,3.672337021,6.299250508,2.537019115,4.491726317,0.3,181258.6831,21.59839957,8.12284233,5.88870225,142.3080839,141.7135416,58.46440908,16.34043675,10.21669833,43.54035908,13.15163837,15.10361181,90.27742995,13.57124149,6.420821623,230.69,60.06685617,35.10634439,14.15116714,14.52368616,13.32945637,49.4838389,41.54735296,-7.787285584,-0.702921012,-10.98155274,25,8,14,14,8,16,6,-6.1268,77.4703,4,4,1,-6.6
pdb7vfm.ent,0.142268041,38.79921649,6.286415291,-0.383505155,57054.0278,412.225,8,14,230.69,-6.1268,6,11.41150846,-5.557601927,39.56,412.225,390.049,412.0658946,152,1.12,1.76,2.32,2.708668567,1.930886079,452.7920023,18.99119935,12.70437218,14.70437218,11.39446595,7.210788729,10.59367097,5.614326824,8.864184507,3.672337021,6.299250508,2.537019115,4.491726317,0.3,181258.6831,21.59839957,8.12284233,5.88870225,142.3080839,141.7135416,58.46440908,16.34043675,10.21669833,43.54035908,13.15163837,15.10361181,90.27742995,13.57124149,6.420821623,230.69,60.06685617,35.10634439,14.15116714,14.52368616,13.32945637,49.4838389,41.54735296,-7.787285584,-0.702921012,-10.98155274,25,8,14,14,8,16,6,-6.1268,77.4703,4,4,1,-6.53
pdb7vch.ent,0.114361702,49.66651596,5.715922356,-0.308776596,43274.6212,556.395,9,17,269.38,-5.9998,8,12.22669457,-5.736658654,44.97142857,556.395,522.123,556.1445388,210,0.971428571,1.628571429,2.285714286,3.106631141,1.514511795,709.8710083,26.29216426,18.8548337,20.8548337,16.09866187,10.88600776,14.22992469,8.851494175,12.28781327,6.007263928,9.13252953,3.951794779,6.547297861,0.18,24934343.45,29.73179851,11.50897164,7.39576363,200.8781718,200.6611013,73.04466238,16.34043675,10.21669833,81.98975937,13.15163837,15.10361181,120.198999,22.8318516,20.26829602,269.38,84.66878207,50.21281078,14.15116714,13.99747307,24.04823456,45.58082062,61.8511222,-13.78319922,2.481787978,-11.34608064,35,9,17,17,9,19,8,-5.9998,111.8491,6,6,2,-8.84
pdb7uby.ent,0.10701107,38.93267528,5.684319878,-0.451660517,62760.4069,574.366,11,19,309.84,-8.3026,9,12.21890479,-5.886253981,44.05555556,574.366,542.11,574.118718,216,0.861111111,1.5,2.111111111,3.055525205,1.546915006,723.5528683,26.99927104,18.45636767,20.45636767,16.65350342,10.73081892,14.07473585,8.4048342,11.84115329,5.78189322,8.907158822,3.867565033,6.463068116,0.1,41785932.71,30.63878108,12.09103866,7.186870793,204.1016972,203.819624,83.25771717,16.34043675,10.21669833,74.24625136,19.75852033,15.10361181,143.1229022,22.8318516,6.420821623,309.84,97.37963042,55.31933817,18.6749143,14.5802533,23.4629234,45.2772329,80.67692563,-17.94348998,-1.772023168,-11.64601323,36,11,19,19,11,21,9,-8.3026,110.1037,8,8,2,-8.69
pdb7uby.ent,0.107750473,37.86334594,5.672270012,-0.426654064,61208.7271,574.366,11,19,309.84,-8.3026,9,12.21890479,-5.886253981,44.05555556,574.366,542.11,574.118718,216,0.861111111,1.5,2.111111111,3.055525205,1.546915006,723.5528683,26.99927104,18.45636767,20.45636767,16.65350342,10.73081892,14.07473585,8.4048342,11.84115329,5.78189322,8.907158822,3.867565033,6.463068116,0.1,41785932.71,30.63878108,12.09103866,7.186870793,204.1016972,203.819624,83.25771717,16.34043675,10.21669833,74.24625136,19.75852033,15.10361181,143.1229022,22.8318516,6.420821623,309.84,97.37963042,55.31933817,18.6749143,14.5802533,23.4629234,45.2772329,80.67692563,-17.94348998,-1.772023168,-11.64601323,36,11,19,19,11,21,9,-8.3026,110.1037,8,8,2,-8.65
pdb7stm.ent,0.139825218,33.76659176,6.764658546,0.049563046,91622.6056,617.435,12,20,321.87,-8.367,11,12.52019331,-5.898921529,42.43589744,617.435,580.139,617.1609171,234,1,1.641025641,2.230769231,3.096424879,1.593295509,788.7224049,29.28372809,20.53371794,22.53371794,18.04735027,11.88551946,15.22943639,9.282665272,12.71898436,6.247939896,9.373205498,4.341384782,6.944071184,0.06,154682644.9,33.56077002,13.5723819,8.554755203,222.3814436,222.2259254,83.25771717,16.34043675,15.53348694,87.33576417,19.75852033,20.42040041,149.2886778,22.8318516,13.34455882,321.87,103.545406,60.42586557,19.46795574,13.99747307,24.25350732,46.18209235,83.99078265,-16.74896323,-0.542919531,-11.6788535,39,12,20,20,12,22,11,-8.367,122.7014,8,8,2,-7.64
pdb7stm.ent,0.139825218,33.76659176,6.764658546,0.049563046,91622.6056,617.435,12,20,321.87,-8.367,11,12.52019331,-5.898921529,42.43589744,617.435,580.139,617.1609171,234,1,1.641025641,2.230769231,3.096424879,1.593295509,788.7224049,29.28372809,20.53371794,22.53371794,18.04735027,11.88551946,15.22943639,9.282665272,12.71898436,6.247939896,9.373205498,4.341384782,6.944071184,0.06,154682644.9,33.56077002,13.5723819,8.554755203,222.3814436,222.2259254,83.25771717,16.34043675,15.53348694,87.33576417,19.75852033,20.42040041,149.2886778,22.8318516,13.34455882,321.87,103.545406,60.42586557,19.46795574,13.99747307,24.25350732,46.18209235,83.99078265,-16.74896323,-0.542919531,-11.6788535,39,12,20,20,12,22,11,-8.367,122.7014,8,8,2,-7.63
pdb7qib.ent,0.044982699,38.99311419,5.600425529,0.114186851,31158.5178,412.225,8,14,230.69,-6.1268,6,11.41150846,-5.557601927,39.56,412.225,390.049,412.0658946,152,1.12,1.76,2.32,2.708668567,1.930886079,452.7920023,18.99119935,12.70437218,14.70437218,11.39446595,7.210788729,10.59367097,5.614326824,8.864184507,3.672337021,6.299250508,2.537019115,4.491726317,0.3,181258.6831,21.59839957,8.12284233,5.88870225,142.3080839,141.7135416,58.46440908,16.34043675,10.21669833,43.54035908,13.15163837,15.10361181,90.27742995,13.57124149,6.420821623,230.69,60.06685617,35.10634439,14.15116714,14.52368616,13.32945637,49.4838389,41.54735296,-7.787285584,-0.702921012,-10.98155274,25,8,14,14,8,16,6,-6.1268,77.4703,4,4,1,-6.69
pdb7qib.ent,0.045138889,39.46774306,5.1398592,0.15625,30916.3159,412.225,8,14,230.69,-6.1268,6,11.41150846,-5.557601927,39.56,412.225,390.049,412.0658946,152,1.12,1.76,2.32,2.708668567,1.930886079,452.7920023,18.99119935,12.70437218,14.70437218,11.39446595,7.210788729,10.59367097,5.614326824,8.864184507,3.672337021,6.299250508,2.537019115,4.491726317,0.3,181258.6831,21.59839957,8.12284233,5.88870225,142.3080839,141.7135416,58.46440908,16.34043675,10.21669833,43.54035908,13.15163837,15.10361181,90.27742995,13.57124149,6.420821623,230.69,60.06685617,35.10634439,14.15116714,14.52368616,13.32945637,49.4838389,41.54735296,-7.787285584,-0.702921012,-10.98155274,25,8,14,14,8,16,6,-6.1268,77.4703,4,4,1,-6.65
pdb7qi9.ent,0.048951049,40.43534965,5.037890053,0.162237762,30700.0351,412.225,8,14,230.69,-6.1268,6,11.41150846,-5.557601927,39.56,412.225,390.049,412.0658946,152,1.12,1.76,2.32,2.708668567,1.930886079,452.7920023,18.99119935,12.70437218,14.70437218,11.39446595,7.210788729,10.59367097,5.614326824,8.864184507,3.672337021,6.299250508,2.537019115,4.491726317,0.3,181258.6831,21.59839957,8.12284233,5.88870225,142.3080839,141.7135416,58.46440908,16.34043675,10.21669833,43.54035908,13.15163837,15.10361181,90.27742995,13.57124149,6.420821623,230.69,60.06685617,35.10634439,14.15116714,14.52368616,13.32945637,49.4838389,41.54735296,-7.787285584,-0.702921012,-10.98155274,25,8,14,14,8,16,6,-6.1268,77.4703,4,4,1,-6.8
pdb7qi9.ent,0.044827586,39.69003448,5.1398592,0.166896552,31086.5248,412.225,8,14,230.69,-6.1268,6,11.41150846,-5.557601927,39.56,412.225,390.049,412.0658946,152,1.12,1.76,2.32,2.708668567,1.930886079,452.7920023,18.99119935,12.70437218,14.70437218,11.39446595,7.210788729,10.59367097,5.614326824,8.864184507,3.672337021,6.299250508,2.537019115,4.491726317,0.3,181258.6831,21.59839957,8.12284233,5.88870225,142.3080839,141.7135416,58.46440908,16.34043675,10.21669833,43.54035908,13.15163837,15.10361181,90.27742995,13.57124149,6.420821623,230.69,60.06685617,35.10634439,14.15116714,14.52368616,13.32945637,49.4838389,41.54735296,-7.787285584,-0.702921012,-10.98155274,25,8,14,14,8,16,6,-6.1268,77.4703,4,4,1,-6.73
pdb7q4i.ent,0.132616487,40.14555556,6.840254402,-0.517562724,32285.3086,412.225,8,14,230.69,-6.1268,6,11.41150846,-5.557601927,39.56,412.225,390.049,412.0658946,152,1.12,1.76,2.32,2.708668567,1.930886079,452.7920023,18.99119935,12.70437218,14.70437218,11.39446595,7.210788729,10.59367097,5.614326824,8.864184507,3.672337021,6.299250508,2.537019115,4.491726317,0.3,181258.6831,21.59839957,8.12284233,5.88870225,142.3080839,141.7135416,58.46440908,16.34043675,10.21669833,43.54035908,13.15163837,15.10361181,90.27742995,13.57124149,6.420821623,230.69,60.06685617,35.10634439,14.15116714,14.52368616,13.32945637,49.4838389,41.54735296,-7.787285584,-0.702921012,-10.98155274,25,8,14,14,8,16,6,-6.1268,77.4703,4,4,1,-6.53
pdb7q4i.ent,0.131672598,40.61640569,6.85781765,-0.509252669,32535.6055,412.225,8,14,230.69,-6.1268,6,11.41150846,-5.557601927,39.56,412.225,390.049,412.0658946,152,1.12,1.76,2.32,2.708668567,1.930886079,452.7920023,18.99119935,12.70437218,14.70437218,11.39446595,7.210788729,10.59367097,5.614326824,8.864184507,3.672337021,6.299250508,2.537019115,4.491726317,0.3,181258.6831,21.59839957,8.12284233,5.88870225,142.3080839,141.7135416,58.46440908,16.34043675,10.21669833,43.54035908,13.15163837,15.10361181,90.27742995,13.57124149,6.420821623,230.69,60.06685617,35.10634439,14.15116714,14.52368616,13.32945637,49.4838389,41.54735296,-7.787285584,-0.702921012,-10.98155274,25,8,14,14,8,16,6,-6.1268,77.4703,4,4,1,-6.64
pdb7q3s.ent,0.079470199,46.63490066,6.145738792,0.058057395,49772.8885,412.225,8,14,230.69,-6.1268,6,11.41150846,-5.557601927,39.56,412.225,390.049,412.0658946,152,1.12,1.76,2.32,2.708668567,1.930886079,452.7920023,18.99119935,12.70437218,14.70437218,11.39446595,7.210788729,10.59367097,5.614326824,8.864184507,3.672337021,6.299250508,2.537019115,4.491726317,0.3,181258.6831,21.59839957,8.12284233,5.88870225,142.3080839,141.7135416,58.46440908,16.34043675,10.21669833,43.54035908,13.15163837,15.10361181,90.27742995,13.57124149,6.420821623,230.69,60.06685617,35.10634439,14.15116714,14.52368616,13.32945637,49.4838389,41.54735296,-7.787285584,-0.702921012,-10.98155274,25,8,14,14,8,16,6,-6.1268,77.4703,4,4,1,-7.57
pdb7q13.ent,0.127118644,41.05630508,7.654984474,-0.180338983,67450.4221,412.225,8,14,230.69,-6.1268,6,11.41150846,-5.557601927,39.56,412.225,390.049,412.0658946,152,1.12,1.76,2.32,2.708668567,1.930886079,452.7920023,18.99119935,12.70437218,14.70437218,11.39446595,7.210788729,10.59367097,5.614326824,8.864184507,3.672337021,6.299250508,2.537019115,4.491726317,0.3,181258.6831,21.59839957,8.12284233,5.88870225,142.3080839,141.7135416,58.46440908,16.34043675,10.21669833,43.54035908,13.15163837,15.10361181,90.27742995,13.57124149,6.420821623,230.69,60.06685617,35.10634439,14.15116714,14.52368616,13.32945637,49.4838389,41.54735296,-7.787285584,-0.702921012,-10.98155274,25,8,14,14,8,16,6,-6.1268,77.4703,4,4,1,-6.98
pdb7q13.ent,0.127118644,41.05630508,7.654984474,-0.180338983,67450.4221,412.225,8,14,230.69,-6.1268,6,11.41150846,-5.557601927,39.56,412.225,390.049,412.0658946,152,1.12,1.76,2.32,2.708668567,1.930886079,452.7920023,18.99119935,12.70437218,14.70437218,11.39446595,7.210788729,10.59367097,5.614326824,8.864184507,3.672337021,6.299250508,2.537019115,4.491726317,0.3,181258.6831,21.59839957,8.12284233,5.88870225,142.3080839,141.7135416,58.46440908,16.34043675,10.21669833,43.54035908,13.15163837,15.10361181,90.27742995,13.57124149,6.420821623,230.69,60.06685617,35.10634439,14.15116714,14.52368616,13.32945637,49.4838389,41.54735296,-7.787285584,-0.702921012,-10.98155274,25,8,14,14,8,16,6,-6.1268,77.4703,4,4,1,-6.98
pdb7q13.ent,0.127118644,41.05630508,7.654984474,-0.180338983,67450.4221,412.225,8,14,230.69,-6.1268,6,11.41150846,-5.557601927,39.56,412.225,390.049,412.0658946,152,1.12,1.76,2.32,2.708668567,1.930886079,452.7920023,18.99119935,12.70437218,14.70437218,11.39446595,7.210788729,10.59367097,5.614326824,8.864184507,3.672337021,6.299250508,2.537019115,4.491726317,0.3,181258.6831,21.59839957,8.12284233,5.88870225,142.3080839,141.7135416,58.46440908,16.34043675,10.21669833,43.54035908,13.15163837,15.10361181,90.27742995,13.57124149,6.420821623,230.69,60.06685617,35.10634439,14.15116714,14.52368616,13.32945637,49.4838389,41.54735296,-7.787285584,-0.702921012,-10.98155274,25,8,14,14,8,16,6,-6.1268,77.4703,4,4,1,-6.98
pdb7q13.ent,0.127118644,41.05630508,7.654984474,-0.180338983,67450.4221,412.225,8,14,230.69,-6.1268,6,11.41150846,-5.557601927,39.56,412.225,390.049,412.0658946,152,1.12,1.76,2.32,2.708668567,1.930886079,452.7920023,18.99119935,12.70437218,14.70437218,11.39446595,7.210788729,10.59367097,5.614326824,8.864184507,3.672337021,6.299250508,2.537019115,4.491726317,0.3,181258.6831,21.59839957,8.12284233,5.88870225,142.3080839,141.7135416,58.46440908,16.34043675,10.21669833,43.54035908,13.15163837,15.10361181,90.27742995,13.57124149,6.420821623,230.69,60.06685617,35.10634439,14.15116714,14.52368616,13.32945637,49.4838389,41.54735296,-7.787285584,-0.702921012,-10.98155274,25,8,14,14,8,16,6,-6.1268,77.4703,4,4,1,-6.98
pdb7pe4.ent,0.051612903,39.20777419,4.944048882,0.147741935,33130.7017,574.366,11,19,309.84,-8.3026,9,12.21890479,-5.886253981,44.05555556,574.366,542.11,574.118718,216,0.861111111,1.5,2.111111111,3.055525205,1.546915006,723.5528683,26.99927104,18.45636767,20.45636767,16.65350342,10.73081892,14.07473585,8.4048342,11.84115329,5.78189322,8.907158822,3.867565033,6.463068116,0.1,41785932.71,30.63878108,12.09103866,7.186870793,204.1016972,203.819624,83.25771717,16.34043675,10.21669833,74.24625136,19.75852033,15.10361181,143.1229022,22.8318516,6.420821623,309.84,97.37963042,55.31933817,18.6749143,14.5802533,23.4629234,45.2772329,80.67692563,-17.94348998,-1.772023168,-11.64601323,36,11,19,19,11,21,9,-8.3026,110.1037,8,8,2,-8.17
pdb7msp.ent,0.129129129,34.77087087,5.260301018,-0.39039039,39355.3906,574.366,11,19,309.84,-8.3026,9,12.21890479,-5.886253981,44.05555556,574.366,542.11,574.118718,216,0.861111111,1.5,2.111111111,3.055525205,1.546915006,723.5528683,26.99927104,18.45636767,20.45636767,16.65350342,10.73081892,14.07473585,8.4048342,11.84115329,5.78189322,8.907158822,3.867565033,6.463068116,0.1,41785932.71,30.63878108,12.09103866,7.186870793,204.1016972,203.819624,83.25771717,16.34043675,10.21669833,74.24625136,19.75852033,15.10361181,143.1229022,22.8318516,6.420821623,309.84,97.37963042,55.31933817,18.6749143,14.5802533,23.4629234,45.2772329,80.67692563,-17.94348998,-1.772023168,-11.64601323,36,11,19,19,11,21,9,-8.3026,110.1037,8,8,2,-8.45
